,Combine Year,Player,Pos,40yd,115yd
1676,2017,Rushel Shell III,RB,4.74,11.37
1677,2013,T.J. Moe,WR,4.74,11.37
1678,2012,Courtney Upshaw,DE,4.74,11.37
1679,2020,Justin Strnad,LB,4.74,11.37
1680,2013,Brandon Magee,OLB,4.74,11.37
1681,2013,Quanterus Smith,DE,4.74,11.37
1682,2018,Kamryn Pettway,RB,4.74,11.37
1683,2017,Josh Carraway,DE,4.74,11.37
1684,2013,Dustin Hopkins,K,4.74,11.37
1685,2017,Drew Morgan,WR,4.74,11.37
1686,2016,Dadi Nicolas,DE,4.74,11.37
1687,2020,Jordan Love,QB,4.74,11.37
1688,2016,John Lunsford,K,4.74,11.37
1689,2011,Anthony Sherman,FB,4.74,11.37
1690,2011,Cameron Jordan,DE,4.74,11.37
1691,2016,Beau Sandland,TE,4.74,11.37
1692,2020,Hunter Bryant,TE,4.74,11.37
1693,2015,Xzavier Dickson,OLB,4.74,11.37
1694,2011,Aldon Smith,DE,4.74,11.37
1695,2015,Preston Smith,DE,4.74,11.37
1696,2011,Shiloh Keo,S,4.74,11.37
1697,2011,Nate Irving,ILB,4.74,11.37
1698,2014,Austin Seferian-Jenkins,TE,4.75,11.4
1699,2018,Christian Sam,ILB,4.75,11.4
1700,2013,Sean Porter,OLB,4.75,11.4
1701,2012,Cam Johnson,DE,4.75,11.4
1702,2013,George Winn,RB,4.75,11.4
1703,2016,Shadrach Thornton,RB,4.75,11.4
1704,2020,Benny LeMay,RB,4.75,11.4
1705,2011,Greg Jones,ILB,4.75,11.4
1706,2013,Mike Taylor,OLB,4.75,11.4
1707,2019,Lil'Jordan Humphrey,WR,4.75,11.4
1708,2016,Yannick Ngakoue,DE,4.75,11.4
1709,2018,Dalton Schultz,TE,4.75,11.4
1710,2015,Garrett Grayson,QB,4.75,11.4
1711,2020,Khalil Davis,DL,4.75,11.4
1712,2013,Etienne Sabino,OLB,4.75,11.4
1713,2015,Ryan Russell,DE,4.75,11.4
1714,2015,Tyler Kroft,TE,4.75,11.4
1715,2013,Tony Jefferson,S,4.75,11.4
1716,2018,John Franklin-Myers,DE,4.75,11.4
1717,2019,Joe Giles-Harris,LB,4.75,11.4
1718,2017,Ben Gedeon,ILB,4.75,11.4
1719,2018,David Wells,TE,4.75,11.4
1720,2013,Dion Sims,TE,4.75,11.4
1721,2019,Keenen Brown,TE,4.75,11.4
1722,2020,Tommy Townsend,P,4.75,11.4
1723,2019,Blace Brown,CB,4.75,11.4
1724,2020,Charlie Taumoepeau,TE,4.75,11.4
1725,2011,Jerrod Johnson,QB,4.75,11.4
1726,2011,Quan Sturdivant,ILB,4.75,11.4
1727,2013,Zeke Motta,S,4.75,11.4
1728,2012,Jacquies Smith,DE,4.75,11.4
1729,2017,Freddie Stevenson,FB,4.75,11.4
1730,2016,Jordan Lomax,S,4.75,11.4
1731,2011,Christian Ballard,DE,4.75,11.4
1732,2014,Tim Flanders,RB,4.75,11.4
1733,2018,Josh Allen,QB,4.75,11.4
1734,2011,Mason Foster,OLB,4.75,11.4
1735,2019,Jace Sternberger,TE,4.75,11.4
1736,2017,Dylan Donahue,OLB,4.75,11.4
1737,2012,Jake Bequette,DE,4.75,11.4
1738,2020,Evan Weaver,LB,4.76,11.42
1739,2014,Xavier Grimble,TE,4.76,11.42
1740,2011,Derrell Smith,ILB,4.76,11.42
1741,2013,Anthony Cantele,K,4.76,11.42
1742,2013,Sean Renfree,QB,4.76,11.42
1743,2016,Nick Vannett,TE,4.76,11.42
1744,2014,Jordan Lynch,QB,4.76,11.42
1745,2017,Devine Redding,RB,4.76,11.42
1746,2012,Audie Cole,ILB,4.76,11.42
1747,2016,Joe Schobert,OLB,4.76,11.42
1748,2020,Steven Wirtel,LS,4.76,11.42
1749,2018,Hercules Mata'afa,EDGE,4.76,11.42
1750,2018,Danny Etling,QB,4.76,11.42
1751,2014,C.J. Fiedorowicz,TE,4.76,11.42
1752,2016,Antonio Morrison,ILB,4.76,11.42
1753,2014,Aaron Lynch,DE,4.76,11.42
1754,2013,Zach Ertz,TE,4.76,11.42
1755,2014,Cairo Santos,K,4.76,11.42
1756,2017,Daeshon Hall,DE,4.76,11.42
1757,2016,Lamarcus Brutus,S,4.76,11.42
1758,2013,DeVonte Holloman,OLB,4.76,11.42
1759,2012,Nick Provo,TE,4.76,11.42
1760,2014,Carl Bradford,OLB,4.76,11.42
1761,2018,Mike McCray,ILB,4.76,11.42
1762,2015,"Mario Edwards, Jr.",DE,4.76,11.42
1763,2013,Stepfan Taylor,RB,4.76,11.42
1764,2014,Jordan Zumwalt,OLB,4.76,11.42
1765,2016,Beniquez Brown,OLB,4.77,11.45
1766,2012,Chandler Jones,DE,4.77,11.45
1767,2016,Trevone Boykin,QB,4.77,11.45
1768,2011,Matt Asiata,RB,4.77,11.45
1769,2013,Caleb Sturgis,K,4.77,11.45
1770,2012,Fletcher Cox,DT,4.77,11.45
1771,2018,Tegray Scales,ILB,4.77,11.45
1772,2015,Kyle Emanuel,OLB,4.77,11.45
1773,2017,Dawuane Smoot,DE,4.77,11.45
1774,2018,Ogbonnia Okoronkwo,EDGE,4.77,11.45
1775,2014,Reggie Jordan,FB,4.77,11.45
1776,2015,Damien Wilson,ILB,4.77,11.45
1777,2020,Colby Parkinson,TE,4.77,11.45
1778,2019,Jordan Ta'amu,QB,4.77,11.45
1779,2016,Tyler Higbee,TE,4.77,11.45
1780,2019,Mark McLaurin,S,4.77,11.45
1781,2012,Darron Thomas,QB,4.77,11.45
1782,2013,Zach Line,FB,4.77,11.45
1783,2019,Dakota Allen,LB,4.77,11.45
1784,2016,Ryan Malleck,TE,4.77,11.45
1785,2014,Will Clarke,DE,4.77,11.45
1786,2015,Ramik Wilson,ILB,4.77,11.45
1787,2011,Jeremiha Hunter,OLB,4.77,11.45
1788,2016,Terrance Smith,ILB,4.77,11.45
1789,2016,Carson Wentz,QB,4.77,11.45
1790,2011,Kai Forbath,K,4.78,11.47
1791,2015,Maxx Williams,TE,4.78,11.47
1792,2012,Brad Nortman,P,4.78,11.47
1793,2016,Kevin Hogan,QB,4.78,11.47
1794,2012,Rhett Ellison,TE,4.78,11.47
1795,2017,Ryan Anderson,OLB,4.78,11.47
1796,2011,Matt Bosher,P,4.78,11.47
1797,2013,Michael Buchanan,DE,4.78,11.47
1798,2013,Collin Klein,QB,4.78,11.47
1799,2018,Donnie Ernsberger,RB,4.78,11.47
1800,2016,Steve Longa,ILB,4.78,11.47
1801,2018,Trevon Young,EDGE,4.78,11.47
1802,2013,Colby Cameron,QB,4.78,11.47
1803,2013,Gerald Hodges,OLB,4.78,11.47
1804,2011,Casey Matthews,ILB,4.78,11.47
1805,2012,Brian Stahovich,P,4.78,11.47
1806,2013,Stansly Maponga,DE,4.78,11.47
1807,2011,Daniel Hardy,TE,4.78,11.47
1808,2019,Oshane Ximines,EDGE,4.78,11.47
1809,2011,Adrian Clayborn,DE,4.78,11.47
1810,2015,Denzel Perryman,ILB,4.78,11.47
1811,2013,Alex Okafor,DE,4.78,11.47
1812,2014,Max Bullough,ILB,4.78,11.47
1813,2016,Christian Hackenberg,QB,4.78,11.47
1814,2018,Chris Covington,OLB,4.78,11.47
1815,2011,Zack Pianalto,TE,4.78,11.47
1816,2020,Charlie Woerner,TE,4.78,11.47
1817,2011,Pierre Allen,DE,4.78,11.47
1818,2012,Jaye Howard,DT,4.78,11.47
1819,2017,Hardy Nickerson,ILB,4.78,11.47
1820,2019,Elijah Holyfield,RB,4.78,11.47
1821,2015,Hayes Pullard,ILB,4.78,11.47
1822,2013,Tom Wort,ILB,4.78,11.47
1823,2015,Frank Clark,DE,4.79,11.49
1824,2012,David Paulson,TE,4.79,11.49
1825,2011,Greg Romeus,DE,4.79,11.49
1826,2015,Ben Koyack,TE,4.79,11.49
1827,2020,David Woodward,LB,4.79,11.49
1828,2019,Nick Bosa,DL,4.79,11.49
1829,2018,Jeff Holland,EDGE,4.79,11.49
1830,2017,Brooks Ellis,ILB,4.79,11.49
1831,2019,Carl Granderson,EDGE,4.79,11.49
1832,2017,Avery Moss,DE,4.79,11.49
1833,2016,A.J. Stamps,S,4.79,11.49
1834,2020,Neville Gallimore,DL,4.79,11.49
1835,2017,Jake Elliott,K,4.79,11.49
1836,2014,Jake Murphy,TE,4.79,11.49
1837,2015,Anthony Chickillo,DE,4.79,11.49
1838,2017,Davis Webb,QB,4.79,11.49
1839,2015,Clive Walford,TE,4.79,11.49
1840,2017,Adam Shaheen,TE,4.79,11.49
1841,2014,Joe Don Duncan,TE,4.79,11.49
1842,2016,Hunter Henry,TE,4.79,11.49
1843,2020,Derrek Tuszka,DL,4.79,11.49
1844,2016,Connor Cook,QB,4.79,11.49
1845,2020,Michael Turk,P,4.79,11.49
1846,2014,Kasim Edebali,OLB,4.79,11.49
1847,2016,Dak Prescott,QB,4.79,11.49
1848,2018,Keishawn Bierria,ILB,4.79,11.49
1849,2018,Logan Woodside,QB,4.79,11.49
1850,2013,Robbie Rouse,RB,4.8,11.52
1851,2018,Tavares Martin,WR,4.8,11.52
1852,2016,Eric Striker,OLB,4.8,11.52
1853,2016,Joel Stave,QB,4.8,11.52
1854,2016,Josh Woodrum,QB,4.8,11.52
1855,2015,Jahwan Edwards,RB,4.8,11.52
1856,2016,Jordan Jenkins,OLB,4.8,11.52
1857,2015,Dee Hart,RB,4.8,11.52
1858,2015,Tavaris Barnes,DE,4.8,11.52
1859,2014,James Morris,ILB,4.8,11.52
1860,2012,Ryan Baker,OLB,4.8,11.52
1861,2018,Tyler Conklin,TE,4.8,11.52
1862,2020,Jalen Elliott,S,4.8,11.52
1863,2014,Demarcus Lawrence,DE,4.8,11.52
1864,2012,Frank Alexander,DE,4.8,11.52
1865,2011,Greg Lloyd,ILB,4.8,11.52
1866,2013,Lavar Edwards,DE,4.8,11.52
1867,2017,Jerod Evans,QB,4.8,11.52
1868,2011,Elijah Joseph,ILB,4.8,11.52
1869,2016,Alex McCalister,DE,4.8,11.52
1870,2015,Nate Orchard,DE,4.8,11.52
1871,2012,Mike Martin,DT,4.8,11.52
1872,2020,Adam Trautman,TE,4.8,11.52
1873,2017,Patrick Mahomes,QB,4.8,11.52
1874,2015,Blake Bell,TE,4.8,11.52
1875,2018,Garret Dooley,EDGE,4.8,11.52
1876,2013,Datone Jones,DE,4.8,11.52
1877,2016,Noah Spence,DE,4.8,11.52
1878,2015,Yannick Cudjoe-Virgil,OLB,4.8,11.52
1879,2016,Jared Norris,ILB,4.8,11.52
1880,2013,Ray Graham,RB,4.8,11.52
1881,2016,Tyler Matakevich,OLB,4.81,11.54
1882,2019,Jarrett Stidham,QB,4.81,11.54
1883,2016,C.J. Johnson,ILB,4.81,11.54
1884,2018,Durham Smythe,TE,4.81,11.54
1885,2013,Sam Montgomery,DE,4.81,11.54
1886,2020,Nate Stanley,QB,4.81,11.54
1887,2018,Austin Allen,QB,4.81,11.54
1888,2011,Bruce Miller,OLB,4.81,11.54
1889,2019,D'Cota Dixon,S,4.81,11.54
1890,2013,Kevin Minter,ILB,4.81,11.54
1891,2011,Pat Devlin,QB,4.81,11.54
1892,2015,Geneo Grissom,OLB,4.81,11.54
1893,2018,Kyle Lauletta,QB,4.81,11.54
1894,2013,Braden Wilson,FB,4.81,11.54
1895,2012,Jonathan Massaquoi,OLB,4.81,11.54
1896,2013,Zac Dysert,QB,4.81,11.54
1897,2015,Bryan Bennett,QB,4.81,11.54
1898,2015,David Cobb,RB,4.81,11.54
1899,2019,Daniel Jones,QB,4.81,11.54
1900,2018,Marcus Baugh,TE,4.81,11.54
1901,2020,Francis Bernard,LB,4.81,11.54
1902,2012,Jamie Blatnick,DE,4.81,11.54
1903,2015,Zack Wagenmann,DE,4.81,11.54
1904,2015,Martrell Spaight,ILB,4.81,11.54
1905,2016,Andy Janovich,FB,4.81,11.54
1906,2011,Akeem Ayers,OLB,4.81,11.54
1907,2013,Mychal Rivera,TE,4.81,11.54
1908,2020,C.J. O'Grady,TE,4.81,11.54
1909,2017,Aviante Collins,OG,4.81,11.54
1910,2011,J.J. Watt,DE,4.81,11.54
1911,2011,Cliff Matthews,DE,4.81,11.54
1912,2015,Jeff Heuerman,TE,4.81,11.54
1913,2015,Chris Hackett,S,4.81,11.54
1914,2016,Anthony Zettel,DT,4.81,11.54
1915,2016,Cardale Jones,QB,4.81,11.54
1916,2019,Anthony Nelson,DL,4.82,11.57
1917,2017,Tashawn Bower,OLB,4.82,11.57
1918,2012,Kellen Moore,QB,4.82,11.57
1919,2016,Shilique Calhoun,DE,4.82,11.57
1920,2014,Jacob Pedersen,TE,4.82,11.57
1921,2013,Jeff Locke,P,4.82,11.57
1922,2013,Manti Te'o,ILB,4.82,11.57
1923,2014,Rob Blanchflower,TE,4.82,11.57
1924,2017,Charles Harris,DE,4.82,11.57
1925,2014,Antonio Andrews,RB,4.82,11.57
1926,2018,Jalyn Holmes,DE,4.82,11.57
1927,2012,Josh Harris,LS,4.82,11.57
1928,2016,James Cowser,DE,4.82,11.57
1929,2012,Kendall Reyes,DT,4.82,11.57
1930,2018,Josey Jewell,ILB,4.82,11.57
1931,2014,Uani' Unga,ILB,4.82,11.57
1932,2013,Joseph Fauria,TE,4.82,11.57
1933,2016,Quayvon Hicks,FB,4.82,11.57
1934,2020,Carlos Davis,DL,4.82,11.57
1935,2020,Jonathan Garvin,DL,4.82,11.57
1936,2016,Jared Goff,QB,4.82,11.57
1937,2017,Nathan Peterman,QB,4.82,11.57
1938,2012,Caleb McSurdy,ILB,4.82,11.57
1939,2019,Jeff Allison,LB,4.82,11.57
1940,2019,Otaro Alaka,LB,4.82,11.57
1941,2018,Brian O'neill,OT,4.82,11.57
1942,2014,Arthur Lynch,TE,4.82,11.57
1943,2012,Tyrone Crawford,DE,4.82,11.57
1944,2012,Brock Osweiler,QB,4.83,11.59
1945,2016,Cassanova McKinzy,ILB,4.83,11.59
1946,2011,John Clay,RB,4.83,11.59
1947,2015,Jesse James,TE,4.83,11.59
1948,2013,Bjoern Werner,DE,4.83,11.59
1949,2019,Wyatt Ray,EDGE,4.83,11.59
1950,2015,Kenny Hilliard,RB,4.83,11.59
1951,2017,Tanoh Kpassagnon,DE,4.83,11.59
1952,2015,Amarlo Herrera,ILB,4.83,11.59
1953,2018,Dimitri Flowers,RB,4.83,11.59
1954,2012,Travis Lewis,OLB,4.83,11.59
1955,2011,Kyle Rudolph,TE,4.83,11.59
1956,2015,Za'Darius Smith,DE,4.83,11.59
1957,2013,Joe Kruger,DE,4.83,11.59
1958,2015,Max Valles,OLB,4.83,11.59
1959,2011,Jeff Van Camp,QB,4.83,11.59
1960,2019,Tommy Sweeney,TE,4.83,11.59
1961,2015,Randall Telfer,TE,4.83,11.59
1962,2017,Noble Nwachukwu,DE,4.83,11.59
1963,2018,Jk Scott,P,4.83,11.59
1964,2017,DeShone Kizer,QB,4.83,11.59
1965,2014,Chris Borland,ILB,4.83,11.59
1966,2020,Qaadir Sheppard,DL,4.83,11.59
1967,2020,Braden Mann,P,4.83,11.59
1968,2018,Ola Adeniyi,EDGE,4.83,11.59
1969,2016,Jake McGee,TE,4.83,11.59
1970,2020,Justin Madubuike,DL,4.83,11.59
1971,2016,Vernon Adams,QB,4.83,11.59
1972,2018,Dashawn Hand,DE,4.83,11.59
1973,2011,Andy Dalton,QB,4.83,11.59
1974,2019,Quinnen Williams,DL,4.83,11.59
1975,2019,Mike Bell,S,4.83,11.59
1976,2013,Michael Mauti,OLB,4.83,11.59
1977,2012,Mike Daniels,DT,4.84,11.61
1978,2012,Kirk Cousins,QB,4.84,11.61
1979,2018,Baker Mayfield,QB,4.84,11.61
1980,2011,Jonas Mouton,OLB,4.84,11.61
1981,2013,David Bass,DE,4.84,11.61
1982,2011,D'Aundre Reed,DE,4.84,11.61
1983,2011,Marvin Austin,DT,4.84,11.61
1984,2011,Cheta Ozougwu,DE,4.84,11.61
1985,2020,Daniel Bituli,LB,4.84,11.61
1986,2014,Troy Niklas,TE,4.84,11.61
1987,2014,Aaron Murray,QB,4.84,11.61
1988,2011,Greg McElroy,QB,4.84,11.61
1989,2013,Gavin Escobar,TE,4.84,11.61
1990,2017,Scott Orndoff,TE,4.84,11.61
1991,2014,Jerome Smith,RB,4.84,11.61
1992,2012,Danny Trevathan,OLB,4.84,11.61
1993,2011,Nick Bellore,ILB,4.84,11.61
1994,2019,Jachai Polite,EDGE,4.84,11.61
1995,2014,Scott Crichton,DE,4.84,11.61
1996,2013,Jake Knott,OLB,4.84,11.61
1997,2020,Malcolm Roach,DL,4.84,11.61
1998,2013,John Lotulelei,OLB,4.84,11.61
1999,2015,Jean Sifrin,TE,4.84,11.61
2000,2012,Beau Reliford,TE,4.84,11.61
2001,2017,Jeremiah Ledbetter,DT,4.84,11.61
2002,2013,Steve Beauharnais,ILB,4.84,11.61
2003,2014,Zach Moore,DE,4.84,11.61
2004,2016,Brandon Allen,QB,4.84,11.61
2005,2016,Carl Nassib,DE,4.84,11.61
2006,2014,Tajh Boyd,QB,4.84,11.61
2007,2011,Nick Fairley,DT,4.84,11.61
2008,2017,Ejuan Price,OLB,4.84,11.61
2009,2019,Will Grier,QB,4.84,11.61
2010,2013,Scott Kovanda,P,4.84,11.61
2011,2020,Michael Divinity,LB,4.85,11.64
2012,2016,De'Runnya Wilson,WR,4.85,11.64
2013,2015,Lorenzo Mauldin,OLB,4.85,11.64
2014,2014,Marcel Jensen,TE,4.85,11.64
2015,2011,Chas Henry,P,4.85,11.64
2016,2017,Malik McDowell,DT,4.85,11.64
2017,2012,Dwayne Allen,TE,4.85,11.64
2018,2018,Sam Darnold,QB,4.85,11.64
2019,2014,Anthony Fera,K,4.85,11.64
2020,2012,Malik Jackson,DE,4.85,11.64
2021,2011,Karl Klug,DE,4.85,11.64
2022,2012,Brandon Lindsey,OLB,4.85,11.64
2023,2018,Nick Deluca,OLB,4.85,11.64
2024,2020,Tristan Wirfs,OL,4.85,11.64
2025,2011,Charlie Gantt,TE,4.85,11.64
2026,2016,Paxton Lynch,QB,4.86,11.66
2027,2013,Quinn Sharp,P,4.86,11.66
2028,2018,Chris Worley,ILB,4.86,11.66
2029,2011,Markus White,DE,4.86,11.66
2030,2013,Armonty Bryant,DE,4.86,11.66
2031,2012,Ryan Lindley,QB,4.86,11.66
2032,2011,Pep Levingston,DE,4.86,11.66
2033,2017,Michael Roberts,TE,4.86,11.66
2034,2013,Brad Wing,P,4.86,11.66
2035,2015,Xavier Cooper,DT,4.86,11.66
2036,2014,Preston Brown,ILB,4.86,11.66
2037,2016,Joey Bosa,DE,4.86,11.66
2038,2012,Billy Winn,DE,4.86,11.66
2039,2014,I.K. Enemkpali,DE,4.86,11.66
2040,2014,Trent Murphy,DE,4.86,11.66
2041,2013,Levine Toilolo,TE,4.86,11.66
2042,2016,Tom Hackett,P,4.86,11.66
2043,2012,Bryan Anger,P,4.86,11.66
2044,2016,Victor Ochi,DE,4.86,11.66
2045,2016,Steven Daniels,ILB,4.86,11.66
2046,2016,Kevin Dodd,DE,4.86,11.66
2047,2014,Richard Rodgers,TE,4.87,11.69
2048,2016,Jimmy Bean,DE,4.87,11.69
2049,2015,Connor Halliday,QB,4.87,11.69
2050,2018,Darius Jackson,EDGE,4.87,11.69
2051,2013,Malliciah Goodman,DE,4.87,11.69
2052,2011,Demarcus Dobbs,DE,4.87,11.69
2053,2014,Taylor Lewan,OT,4.87,11.69
2054,2016,Dean Lowry,DE,4.87,11.69
2055,2011,Shaun Chapas,FB,4.87,11.69
2056,2011,Orie Lemon,ILB,4.87,11.69
2057,2018,Breeland Speaks,DT,4.87,11.69
2058,2011,Alex Henery,K,4.87,11.69
2059,2012,Derrick Shelby,DE,4.87,11.69
2060,2011,Ricky Stanzi,QB,4.87,11.69
2061,2012,Vinny Curry,DE,4.87,11.69
2062,2018,Will Dissly,TE,4.87,11.69
2063,2014,Bryn Renner,QB,4.87,11.69
2064,2015,Bryce Petty,QB,4.87,11.69
2065,2015,Gerald Christian,TE,4.87,11.69
2066,2016,Bronson Kaufusi,DE,4.87,11.69
2067,2018,Dorance Armstrong,EDGE,4.87,11.69
2068,2020,Kenny Willekes,DL,4.87,11.69
2069,2014,Ryan Hewitt,FB,4.87,11.69
2070,2017,Montravius Adams,DT,4.87,11.69
2071,2012,Markus Kuhn,DT,4.87,11.69
2072,2011,Owen Marecic,FB,4.87,11.69
2073,2016,Robert Nkemdiche,DT,4.87,11.69
2074,2020,Jonathan Greenard,DL,4.87,11.69
2075,2018,Kentavius Street,DE,4.87,11.69
2076,2013,Keith Pough,ILB,4.87,11.69
2077,2018,Javon Rolland-Jones,EDGE,4.88,11.71
2078,2016,Drew Ott,DE,4.88,11.71
2079,2020,Mitchell Wilcox,TE,4.88,11.71
2080,2015,E.J. Bibbs,TE,4.88,11.71
2081,2017,Ken Ekanem,DE,4.88,11.71
2082,2013,Nathan Williams,OLB,4.88,11.71
2083,2016,Adam Gotsis,DT,4.88,11.71
2084,2017,Al-Quadin Muhammad,DE,4.88,11.71
2085,2012,Scott Solomon,DE,4.88,11.71
2086,2013,Tommy Bohanon,FB,4.88,11.71
2087,2015,Martin Ifedi,DE,4.88,11.71
2088,2019,Bryson Allen-Williams,LB,4.88,11.71
2089,2016,Brad Craddock,K,4.88,11.71
2090,2017,Derek Barnett,DE,4.88,11.71
2091,2020,Dante Olson,LB,4.88,11.71
2092,2011,Ricky Elmore,DE,4.88,11.71
2093,2018,Nic Shimonek,QB,4.88,11.71
2094,2020,Jason Strowbridge,DL,4.89,11.73
2095,2015,Cedric Reed,DE,4.89,11.73
2096,2020,James Morgan,QB,4.89,11.73
2097,2019,Alec Ingold,FB,4.89,11.73
2098,2020,Nick Coe,LB,4.89,11.73
2099,2019,Daniel Helm,TE,4.89,11.73
2100,2020,Jacob Eason,QB,4.89,11.73
2101,2016,Kentrell Brothers,OLB,4.89,11.73
2102,2014,Cassius Marsh,DE,4.89,11.73
2103,2014,Crockett Gillmore,TE,4.89,11.73
2104,2012,Brandon Weeden,QB,4.89,11.73
2105,2017,Bryan Cox Jr.,DE,4.89,11.73
2106,2020,Trevon Hill,DL,4.89,11.73
2107,2019,Erik McCoy,OL,4.89,11.73
2108,2012,Dontari Poe,DT,4.89,11.73
2109,2014,Nic Jacobs,TE,4.89,11.73
2110,2018,James Hearns,EDGE,4.89,11.73
2111,2017,Isaac Rochell,DE,4.89,11.73
2112,2011,Jason Kelce,C,4.89,11.73
2113,2018,James Looney,DE,4.89,11.73
2114,2019,Trevon Wesco,TE,4.89,11.73
2115,2016,Cody Kessler,QB,4.89,11.73
2116,2020,LaDarius Hamilton,DL,4.89,11.73
2117,2013,Brett Maher,K,4.89,11.73
2118,2014,Cody Mandell,P,4.89,11.73
2119,2018,Chase Litton,QB,4.9,11.76
2120,2011,Allen Reisner,FB,4.9,11.76
2121,2018,Desmond Harrison,OT,4.9,11.76
2122,2012,Justin Francis,DE,4.9,11.76
2123,2014,Ethan Westbrooks,DE,4.9,11.76
2124,2015,Markus Golden,OLB,4.9,11.76
2125,2016,Romeo Okwara,DE,4.9,11.76
2126,2020,Ross Blacklock,DL,4.9,11.76
2127,2017,Garrett Sickels,DE,4.9,11.76
2128,2013,Tank Carradine,DE,4.9,11.76
2129,2014,Zach Hocker,K,4.9,11.76
2130,2015,Christian Covington,DT,4.9,11.76
2131,2014,Andrew Jackson,ILB,4.9,11.76
2132,2012,Adam Gettis,OG,4.9,11.76
2133,2016,Scooby Wright III,ILB,4.9,11.76
2134,2020,Rob Windsor,DL,4.9,11.76
2135,2019,Zach Gentry,TE,4.9,11.76
2136,2018,Mason Rudolph,QB,4.9,11.76
2137,2011,Ryan Donahue,P,4.9,11.76
2138,2016,David Grinnage,TE,4.9,11.76
2139,2013,Kyle Long,OG,4.91,11.78
2140,2019,Chris Lindstrom,OL,4.91,11.78
2141,2019,Brett Rypien,QB,4.91,11.78
2142,2019,Isaac Nauta,TE,4.91,11.78
2143,2019,Kyle Shurmur,QB,4.91,11.78
2144,2015,J.R. Tavai,OLB,4.91,11.78
2145,2015,Joe Cardona,LS,4.91,11.78
2146,2012,Carson Wiggs,K,4.91,11.78
2147,2013,Chase Thomas,OLB,4.91,11.78
2148,2012,Jared Crick,DE,4.91,11.78
2149,2014,Caraun Reid,DT,4.91,11.78
2150,2016,Connor Wujciak,DT,4.91,11.78
2151,2014,Michael Sam,DE,4.91,11.78
2152,2019,L.J. Collier,DL,4.91,11.78
2153,2014,Marcus Heit,LS,4.91,11.78
2154,2017,Kevin Davis,ILB,4.91,11.78
2155,2014,Jeremiah George,ILB,4.91,11.78
2156,2015,Marcus Hardison,DT,4.91,11.78
2157,2013,Matt Barkley,QB,4.91,11.78
2158,2015,Lynden Trail,DE,4.91,11.78
2159,2020,Danny Pinter,OL,4.91,11.78
2160,2013,Sam Barrington,ILB,4.91,11.78
2161,2011,Mark Herzlich,OLB,4.91,11.78
2162,2011,Pernell McPhee,DE,4.91,11.78
2163,2016,Josh Forrest,ILB,4.91,11.78
2164,2013,Tourek Williams,DE,4.92,11.81
2165,2018,Chad Thomas,DE,4.92,11.81
2166,2014,Joel Bitonio,OG,4.92,11.81
2167,2016,Jason Fanaika,DE,4.92,11.81
2168,2020,Dom Wood-Anderson,TE,4.92,11.81
2169,2019,Charles Omenihu,DL,4.92,11.81
2170,2011,Dan Bailey,K,4.92,11.81
2171,2011,Brandon Bair,DE,4.92,11.81
2172,2011,Da'Quan Bowers,DE,4.92,11.81
2173,2014,Taylor Hart,DE,4.92,11.81
2174,2013,James Vandenberg,QB,4.92,11.81
2175,2014,Kony Ealy,DE,4.92,11.81
2176,2014,Ra'Shede Hageman,DT,4.92,11.81
2177,2018,Josh Rosen,QB,4.92,11.81
2178,2017,Keith Kelsey,ILB,4.92,11.81
2179,2017,Cameron Johnston,P,4.92,11.81
2180,2017,Taco Charlton,DE,4.92,11.81
2181,2012,Kyle Martens,P,4.92,11.81
2182,2019,Kaden Smith,TE,4.92,11.81
2183,2013,Sharrif Floyd,DT,4.92,11.81
2184,2017,Deatrich Wise Jr.,DE,4.92,11.81
2185,2014,Jeoffrey Pagan,DE,4.92,11.81
2186,2019,Garrett Bradbury,OL,4.92,11.81
2187,2011,Scott Tolzien,QB,4.92,11.81
2188,2014,Greg Robinson,OT,4.92,11.81
2189,2014,Stephon Tuitt,DT,4.92,11.81
2190,2016,Ron Thompson,DE,4.92,11.81
2191,2019,Jalen Jelks,EDGE,4.92,11.81
2192,2020,Cale Garrett,LB,4.92,11.81
2193,2016,Javon Hargrave,DT,4.93,11.83
2194,2014,Dominique Easley,DT,4.93,11.83
2195,2011,Marcell Dareus,DT,4.93,11.83
2196,2014,Jordan Najvar,TE,4.93,11.83
2197,2014,Chris Boswell,K,4.93,11.83
2198,2015,Trey Flowers,DE,4.93,11.83
2199,2014,Blake Bortles,QB,4.93,11.83
2200,2012,Vaughn Meatoga,DT,4.93,11.83
2201,2016,Jonathan Bullard,DE,4.93,11.83
2202,2011,Tyron Smith,OT,4.93,11.83
2203,2020,Bradlee Anae,DL,4.93,11.83
2204,2011,Weslye Saunders,TE,4.93,11.83
2205,2015,Nick O'Leary,TE,4.93,11.83
2206,2020,Ezra Cleveland,OL,4.93,11.83
2207,2015,Hau'oli Kikaha,OLB,4.93,11.83
2208,2015,Kyle Christy,P,4.93,11.83
2209,2017,Mitch Leidner,QB,4.93,11.83
2210,2015,Paul Dawson,ILB,4.93,11.83
2211,2015,Trey DePriest,ILB,4.93,11.83
2212,2015,Justin Manton,K,4.93,11.83
2213,2012,Derek Wolfe,DT,4.93,11.83
2214,2017,Sam Rogers,FB,4.93,11.83
2215,2019,Jerry Tillery,DL,4.93,11.83
2216,2017,Cooper Rush,QB,4.93,11.83
